"","Ob","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","Age","Age_new","TotalArea2","BsmtFinSF1_New","Neighborhood_Class","TotalArea2_Transformed","Age_new_Transformed","LotArea_Transformed","BsmtFinSF1_New_Transformed"
"1749",1749,20,"RL",70,7535,"Pave","No Alley","IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1958,1985,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",111,"LwQ",279,522,912,"GasA","Fa","Y","SBrkr",912,0,0,912,0,1,1,0,2,1,"TA",5,"Typ",0,"Not Applicable","Attchd",1958,"Fin",1,297,"TA","TA","Y",12,285,0,0,0,0,"Not Applicable","MnWw","Shed",480,6,2007,"WD","Normal",123931.4281,49,49,3033,111,"middle",7.421096903562,3.65930571002297,8.9273141110606,3.24586718040846
"1750",1750,20,"RL",80,11600,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1960,1960,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",175,"TA","TA","CBlock","TA","TA","No","Rec",565,"Unf",0,818,1383,"GasA","TA","Y","SBrkr",1383,0,0,1383,0,0,1,1,3,1,"TA",7,"Typ",0,"Not Applicable","Attchd",1960,"RFn",1,292,"TA","TA","Y",0,45,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,4,2006,"WD","Normal",149127.8387,46,46,4616,565,"middle",8.24264223449326,3.58304787101595,9.35876037709446,4.87542086880809
"1751",1751,190,"RM",85,13600,"Pave","Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","2fmCon","2Story",5,5,1900,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,662,662,"GasA","TA","N","SBrkr",1422,915,0,2337,0,0,2,0,5,2,"TA",10,"Min2",0,"Not Applicable","Detchd",1945,"Unf",2,560,"TA","TA","Y",0,57,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,9,2007,"WD","Normal",94069.20231,107,107,5896,1,"low",8.76272875774492,4.7474593985234,9.51782507172414,1
"1752",1752,80,"RL",62,7692,"Pave","No Alley","Reg","Bnk","Inside","Mod","Edwards","Norm","Norm","1Fam","SLvl",4,6,1954,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Ex","TA","Av","Unf",0,"Unf",0,416,416,"GasA","Gd","Y","FuseA",1204,0,0,1204,0,0,1,0,3,1,"TA",6,"Typ",0,"Not Applicable","Basment",1954,"Unf",1,312,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,11,2008,"WD","Abnorml",106873.8824,54,54,3136,1,"low",7.48331477354788,3.77976314968462,8.94793610670867,1
"1753",1753,20,"RL",68,9830,"Pave","No Alley","IR1","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1959,2006,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",72,"Rec",258,733,1063,"GasA","Ex","Y","SBrkr",1287,0,0,1287,1,0,1,0,3,1,"Gd",7,"Typ",1,"Gd","Detchd",1997,"Fin",2,576,"TA","TA","Y",364,17,0,0,182,0,"Not Applicable","No Fence","No misc feature",0,3,2010,"WD","Normal",166112.5904,51,51,4213,72,"middle",8.05652696082643,3.70842976926619,9.19319421314121,2.91295063024394
"1754",1754,160,"FV",30,2980,"Pave","No Alley","Reg","Lvl","Corner","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,2000,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",1159,"Gd","TA","PConc","Gd","TA","No","GLQ",466,"Unf",0,290,756,"GasA","Ex","Y","SBrkr",756,756,0,1512,1,0,2,1,2,1,"Gd",5,"Typ",0,"Not Applicable","Detchd",2000,"Unf",2,440,"TA","TA","Y",0,32,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,5,2010,"WD","Normal",172047.1332,10,10,5379,466,"high",8.56397490615401,2.15443469003188,7.99967857949945,4.64618479453012
"1755",1755,30,"RM",21,6120,"Pave","No Alley","Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",5,6,1945,1995,"Gable","CompShg","Plywood","Plywood","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,0,0,"GasA","Gd","N","SBrkr",808,0,0,808,0,0,1,0,1,1,"TA",6,"Min2",0,"Not Applicable","Attchd",1925,"Unf",1,164,"TA","TA","P",0,48,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2008,"WD","Normal",88130.83467,63,63,1780,1,"low",6.49538653349113,3.97905720789639,8.71931737550637,1
"1756",1756,50,"RM",52,10320,"Pave","Grvl","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",5,6,1915,1978,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Fa","BrkTil","TA","Fa","No","Unf",0,"Unf",0,880,880,"GasA","Gd","Y","SBrkr",880,428,0,1308,0,0,2,0,2,1,"TA",6,"Typ",0,"Not Applicable","Detchd",1950,"Unf",2,400,"Fa","Fa","Y",0,0,117,0,0,0,"Not Applicable","No Fence","No misc feature",0,4,2008,"WD","Normal",111279.3691,93,93,3896,1,"low",7.90050290407572,4.53065489608349,9.24183903903555,1
"1757",1757,160,"FV",24,2645,"Pave","Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",8,5,1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,776,776,"GasA","Ex","Y","SBrkr",764,677,0,1441,0,0,2,1,2,1,"Gd",5,"Typ",0,"Not Applicable","Detchd",1999,"Unf",2,492,"TA","TA","Y",206,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,11,2007,"WD","Normal",178199.8682,8,8,4606,1,"high",8.23817443392822,2,7.8804263442924,1
"1758",1758,20,"RL",61,10226,"Pave","No Alley","IR1","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",270,"Gd","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",0,1622,1622,"GasA","Ex","Y","SBrkr",1630,0,0,1630,1,0,2,0,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2008,"RFn",3,860,"TA","TA","Y",172,42,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,1,2009,"WD","Normal",299466.6927,1,1,6012,1,"high",8.80551463004409,1,9.23268877563994,1
"1759",1759,160,"FV",24,2645,"Pave","Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",8,5,1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,776,776,"GasA","Ex","Y","SBrkr",764,677,0,1441,0,0,2,1,2,1,"Gd",5,"Typ",0,"Not Applicable","Detchd",1999,"Unf",2,492,"TA","TA","Y",206,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,11,2007,"WD","Normal",177980.7471,8,8,4606,1,"high",8.23817443392822,2,7.8804263442924,1
"1760",1760,20,"RL",75,10084,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","Stone",186,"Gd","TA","PConc","Ex","TA","Av","GLQ",1369,"Unf",0,317,1686,"GasA","Ex","Y","SBrkr",1694,0,0,1694,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2004,"RFn",2,636,"TA","TA","Y",255,57,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,8,2007,"WD","Normal",310950.5453,3,3,5896,1369,"high",8.76272875774492,1.44224957030741,9.21870528830781,6.08276253029822
"1761",1761,120,"RL",47,6904,"Pave","No Alley","IR1","Lvl","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","Stone",240,"Gd","TA","PConc","Gd","TA","Av","ALQ",836,"Unf",0,522,1358,"GasA","Ex","Y","SBrkr",1358,0,0,1358,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2005,"RFn",2,484,"TA","TA","Y",192,36,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,8,2009,"WD","Normal",193891.2217,4,4,4798,836,"very high",8.32271572518224,1.5874010519682,8.83985623276326,5.37714279051635
"1762",1762,190,"RL",63,10532,"Pave","No Alley","Reg","Lvl","Corner","Gtl","ClearCr","Norm","Norm","1Fam","1Story",5,3,1960,1960,"Flat","Tar&Grv","Plywood","Plywood","Stone",275,"TA","TA","CBlock","TA","TA","Mn","Rec",988,"Unf",0,0,988,"GasA","Gd","Y","SBrkr",1721,0,0,1721,1,0,2,0,3,1,"TA",7,"Mod",2,"TA","Basment",1960,"Unf",2,626,"TA","TA","Y",50,84,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,12,2008,"WD","Abnorml",177994.4582,48,48,5331,988,"high",8.54480528421141,3.63424118566428,9.2621735206162,5.60646656023234
"1763",1763,60,"RL",49,12205,"Pave","No Alley","IR1","Low","Inside","Gtl","ClearCr","Norm","Norm","1Fam","2Story",6,8,1966,2007,"Gable","CompShg","HdBoard","HdBoard","BrkFace",157,"TA","TA","CBlock","TA","Fa","Gd","LwQ",568,"Unf",0,264,832,"GasA","Gd","Y","SBrkr",976,1111,0,2087,0,0,2,1,5,1,"Gd",9,"Typ",0,"Not Applicable","Attchd",1966,"Fin",2,444,"TA","TA","Y",133,168,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,7,2007,"WD","Normal",191625.1614,41,41,5607,568,"high",8.65331750521683,3.44821724038273,9.40960098282706,4.88187981986713
"1764",1764,60,"RL",74,9056,"Pave","No Alley","IR1","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",8,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","Gd","Av","Unf",0,"Unf",0,707,707,"GasA","Ex","Y","SBrkr",707,707,0,1414,0,0,2,1,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2004,"Fin",2,403,"TA","TA","Y",100,35,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,10,2006,"WD","Normal",182100.6795,2,2,3938,1,"middle",7.92170978759945,1.25992104989487,9.11118280044296,1
"1765",1765,20,"RL",68,7942,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,7,1953,1953,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",85,"ALQ",955,0,1040,"GasA","TA","Y","FuseF",1040,0,0,1040,0,1,1,0,3,1,"TA",6,"Typ",0,"Not Applicable","Attchd",1953,"Fin",1,293,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","MnPrv","No misc feature",0,6,2007,"WD","Normal",130247.2645,54,54,3413,85,"middle",7.64335572088033,3.77976314968462,8.9799204116912,3.03637027671081
"1766",1766,20,"FV",85,10625,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",292,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1660,1660,"GasA","Ex","Y","SBrkr",1660,0,0,1660,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2007,"Fin",3,660,"TA","TA","Y",133,120,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2008,"WD","Normal",255830.4734,1,1,5932,1,"high",8.77607418245076,1,9.27096499379262,1
"1767",1767,60,"RL",60,7500,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,994,994,"GasA","Gd","Y","SBrkr",1028,776,0,1804,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1999,"Fin",2,442,"TA","TA","Y",140,60,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2010,"WD","Normal",193070.0098,11,11,5044,1,"middle",8.4274031360947,2.22398009056932,8.9226582995244,1
"1768",1768,20,"RL",83,10143,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,7,1963,1963,"Gable","CompShg","HdBoard","HdBoard","BrkFace",295,"TA","TA","CBlock","TA","TA","No","Rec",384,"Unf",0,996,1380,"GasA","Fa","Y","SBrkr",1380,0,0,1380,0,0,1,1,3,1,"TA",6,"Typ",0,"Not Applicable","Attchd",1963,"Unf",1,364,"TA","TA","Y",0,0,0,0,216,0,"Not Applicable","GdWo","No misc feature",0,6,2009,"WD","Normal",164747.983,46,46,4799,384,"middle",8.32314934676003,3.58304787101595,9.224539091376,4.42672767880129
"1769",1769,60,"RL",106,11194,"Pave","No Alley","IR1","Lvl","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",8,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1406,1406,"GasA","Ex","Y","SBrkr",1454,482,0,1936,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",2000,"RFn",2,504,"TA","TA","Y",188,124,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,11,2006,"WD","Normal",234522.2891,6,6,5822,1,"middle",8.73510340109041,1.81712059283214,9.3231331994513,1
"1770",1770,20,"RL",63,7500,"Pave","No Alley","Reg","Lvl","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Gd","No","Unf",0,"Unf",0,1143,1143,"GasA","Ex","Y","SBrkr",1143,0,0,1143,0,0,1,1,3,1,"Gd",5,"Typ",0,"Not Applicable","Not Applicable",2000,"Not Applicable",0,0,"Not Applicable","Not Applicable","Y",0,55,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,10,2007,"WD","Normal",169786.9901,1,1,3429,1,"middle",7.65229794818716,1,8.9226582995244,1
"1771",1771,160,"RM",24,2665,"Pave","No Alley","Reg","Lvl","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story",5,6,1976,1976,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",0,264,264,"GasA","TA","Y","SBrkr",616,688,0,1304,0,0,1,1,3,1,"TA",4,"Typ",1,"Gd","BuiltIn",1976,"Fin",1,336,"TA","TA","Y",141,24,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2008,"WD","Normal",119000.6518,32,32,3208,1,"low",7.52590253949818,3.1748021039364,7.88795933659994,1
"1772",1772,20,"RL",82,9286,"Pave","No Alley","IR1","Lvl","CulDSac","Mod","CollgCr","Norm","Norm","1Fam","1Story",5,7,1977,1989,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","Gd","Gd","Av","ALQ",196,"Unf",0,1072,1268,"GasA","TA","Y","SBrkr",1268,0,0,1268,0,0,1,1,3,1,"Gd",5,"Typ",0,"Not Applicable","Detchd",1978,"Unf",1,252,"TA","TA","Y",173,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,10,2009,"WD","Normal",147490.3678,32,32,4056,196,"high",7.98039681421686,3.1748021039364,9.13626316857987,3.74165738677394
"1773",1773,60,"RL",75,9743,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",5,6,1969,1969,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","Fa","No","BLQ",280,"Unf",0,440,720,"GasA","Gd","Y","SBrkr",720,588,0,1308,0,0,1,1,3,1,"TA",7,"Typ",0,"Not Applicable","Detchd",1969,"Unf",2,484,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2008,"WD","Normal",135508.4091,39,39,3820,280,"middle",7.86168865838948,3.39121144301417,9.18430435742534,4.09062348923505
"1774",1774,20,"RL",100,21370,"Pave","No Alley","Reg","Lvl","FR2","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1950,1950,"Gable","CompShg","Wd Sdng","MetalSd","None",0,"TA","TA","Slab","TA","TA","No","Unf",0,"Unf",0,0,0,"GasA","TA","Y","FuseA",1640,0,0,1640,0,0,1,0,3,1,"TA",7,"Min1",1,"Gd","Attchd",1950,"RFn",2,394,"TA","TA","Y",0,0,225,0,0,0,"Not Applicable","No Fence","Shed",600,6,2006,"WD","Normal",129251.4572,56,56,3674,1,"low",7.78546914724906,3.82586236554478,9.96974334831319,1
"1775",1775,60,"RL",70,11075,"Pave","No Alley","IR1","Lvl","Inside","Mod","Mitchel","Norm","Norm","1Fam","2Story",5,4,1969,1969,"Gable","CompShg","HdBoard","HdBoard","BrkFace",232,"TA","TA","CBlock","TA","TA","Av","ALQ",562,"LwQ",193,29,784,"GasA","Ex","Y","SBrkr",1168,800,0,1968,0,1,2,1,4,1,"TA",7,"Min2",1,"Po","Attchd",1969,"RFn",2,530,"TA","TA","Y",305,189,0,0,0,0,"Not Applicable","MnPrv","Shed",400,9,2008,"WD","Normal",176064.5488,39,39,5482,562,"middle",8.60468067052178,3.39121144301417,9.31244559491334,4.86893614481227
"1776",1776,50,"RL",130,9600,"Pave","No Alley","IR1","HLS","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",5,7,1940,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","Gd","BrkTil","TA","Fa","No","Rec",428,"Unf",0,300,728,"GasA","Ex","Y","SBrkr",976,332,0,1308,1,0,1,1,2,1,"TA",7,"Min2",2,"TA","Detchd",1940,"Unf",1,256,"TA","TA","Y",0,70,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2009,"WD","Normal",163967.9147,69,69,3600,428,"high",7.74596669241483,4.10156592970235,9.16951837745593,4.54842399799944
"1777",1777,20,"RL",70,10519,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,8,1955,1999,"Hip","CompShg","MetalSd","MetalSd","Stone",164,"TA","TA","CBlock","TA","TA","Mn","Unf",0,"Unf",0,1057,1057,"GasA","Gd","Y","SBrkr",1057,0,0,1057,0,1,1,0,3,1,"Gd",6,"Typ",0,"Not Applicable","Attchd",1955,"Unf",1,288,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,3,2006,"WD","Normal",119742.9632,51,51,3623,1,"low",7.75830919121227,3.70842976926619,9.26093842473927,1
"1778",1778,30,"RM",47,4608,"Pave","No Alley","Reg","Lvl","Corner","Gtl","OldTown","Artery","Norm","1Fam","1Story",4,6,1945,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,747,747,"GasA","TA","Y","SBrkr",747,0,0,747,0,0,1,0,2,1,"TA",4,"Typ",0,"Not Applicable","Attchd",1945,"Unf",1,220,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2010,"WD","Normal",84074.89769,65,65,2461,1,"low",7.04332783698515,4.02072575858906,8.43554920237573,1
"1779",1779,20,"RL",90,14115,"Pave","No Alley","IR1","Lvl","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",6,7,1956,2004,"Gable","CompShg","Stone","Stone","None",0,"TA","TA","PConc","TA","TA","No","ALQ",296,"GLQ",547,230,1073,"GasA","Ex","Y","SBrkr",1811,0,0,1811,0,0,1,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",1956,"Fin",2,470,"TA","TA","Y",0,0,280,0,0,0,"Not Applicable","No Fence","No misc feature",0,7,2006,"WD","Abnorml",233878.3099,50,50,5165,296,"high",8.47749576439433,3.68403149864039,9.55499334068759,4.14784890444255
"1780",1780,20,"RL",76,9892,"Pave","No Alley","Reg","Lvl","Inside","Mod","Mitchel","Norm","Norm","1Fam","1Story",8,5,1994,1995,"Hip","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","PConc","Gd","Gd","Gd","GLQ",1341,"LwQ",284,54,1679,"GasA","Ex","Y","SBrkr",1803,0,0,1803,1,1,2,1,3,1,"Gd",6,"Typ",2,"TA","Attchd",1994,"Unf",2,482,"TA","TA","Y",129,64,222,0,0,0,"Not Applicable","GdWo","No misc feature",0,2,2010,"WD","Normal",283549.1832,16,16,5767,1341,"middle",8.71439994438256,2.51984209978975,9.19948162864131,6.05141858139074
"1781",1781,80,"RL",70,10500,"Pave","No Alley","Reg","Lvl","FR2","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,7,1971,2005,"Gambrel","CompShg","MetalSd","AsphShn","BrkFace",82,"TA","TA","CBlock","TA","TA","Av","ALQ",349,"Unf",0,23,372,"GasA","TA","Y","SBrkr",576,533,0,1109,0,1,1,0,3,1,"TA",5,"Typ",0,"Not Applicable","BuiltIn",1971,"Unf",1,288,"TA","TA","Y",35,0,0,0,0,0,"Not Applicable","GdWo","No misc feature",0,12,2007,"WD","Normal",142997.057,36,36,2960,349,"middle",7.37603430272269,3.30192724889463,9.25913053614561,4.32221490584045
"1782",1782,60,"RL",78,10140,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,5,1976,1976,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",194,"Unf",0,638,832,"GasA","TA","Y","SBrkr",832,832,0,1664,0,0,2,1,4,1,"TA",8,"Typ",1,"TA","Attchd",1976,"RFn",2,528,"TA","TA","Y",0,28,0,0,259,0,"Not Applicable","GdWo","No misc feature",0,3,2006,"WD","Normal",166870.425,30,30,4688,194,"middle",8.27459794035304,3.10723250595386,9.22424327714517,3.7320755990714
"1783",1783,190,"RL",59,4484,"Pave","No Alley","IR1","Lvl","Corner","Gtl","SWISU","Norm","Norm","2fmCon","1.5Fin",5,6,1942,1979,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",485,"Unf",0,187,672,"GasA","TA","N","SBrkr",778,504,0,1282,1,0,1,0,2,1,"TA",4,"Typ",0,"Not Applicable","Detchd",1942,"Unf",1,240,"TA","TA","Y",0,88,0,0,0,0,"Not Applicable","MnPrv","No misc feature",0,7,2007,"WD","Normal",122881.2364,65,65,3476,485,"low",7.67838602128955,4.02072575858906,8.40827078419205,4.69283662037634
"1784",1784,190,"RM",50,6000,"Pave","No Alley","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","2fmCon","1Story",5,7,1955,1955,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Av","GLQ",576,"Unf",0,384,960,"GasA","TA","Y","FuseA",960,0,0,960,1,0,1,0,3,1,"TA",5,"Typ",0,"Not Applicable","Detchd",1976,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2006,"WD","Normal",134749.3441,51,51,3456,576,"low",7.66731725095527,3.70842976926619,8.69951474821019,4.89897948556636
"1785",1785,50,"RM",50,6000,"Pave","No Alley","Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,5,1939,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",264,"Unf",0,475,739,"GasA","Ex","Y","SBrkr",874,468,0,1342,0,0,2,0,2,2,"TA",7,"Typ",1,"Gd","Detchd",1939,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,4,2008,"WD","Normal",130509.8846,69,69,3663,264,"low",7.77963514603969,4.10156592970235,8.69951474821019,4.03089032463945
"1786",1786,90,"RL",76,9482,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,4,1958,1958,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",657,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,1866,1866,"GasA","Ex","Y","SBrkr",1866,0,0,1866,0,0,2,0,4,2,"TA",8,"Typ",0,"Not Applicable","Detchd",1958,"Unf",2,495,"TA","Fa","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,12,2009,"WD","Normal",182258.7555,51,51,6750,1,"middle",9.0641261920703,3.70842976926619,9.15715054346206,1
"1787",1787,20,"RL",100,15263,"Pave","No Alley","IR1","Lvl","Inside","Gtl","ClearCr","Feedr","Norm","1Fam","1Story",5,5,1959,1959,"Gable","CompShg","HdBoard","HdBoard","BrkFace",90,"TA","TA","CBlock","Gd","TA","No","Rec",766,"Unf",0,656,1422,"GasA","Gd","Y","SBrkr",1675,0,0,1675,0,0,2,0,3,1,"TA",8,"Typ",2,"Gd","Attchd",1959,"Unf",1,365,"TA","TA","Y",0,132,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,5,2010,"WD","Normal",174373.5814,51,51,5227,766,"high",8.50282273363852,3.70842976926619,9.63318687791512,5.26086542369182
"1788",1788,90,"RL",65,6040,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","Duplex","1Story",4,5,1955,1955,"Gable","CompShg","AsbShng","Plywood","None",0,"TA","TA","PConc","Fa","TA","No","Unf",0,"Unf",0,0,0,"GasA","TA","N","FuseP",1152,0,0,1152,0,0,2,0,2,2,"Fa",6,"Typ",0,"Not Applicable","Not Applicable",1910,"Not Applicable",0,0,"Not Applicable","Not Applicable","N",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2008,"WD","AdjLand",85838.66245,53,53,2304,1,"low",6.92820323027551,3.75628575422107,8.70615929092886,1
